index,workerid,proliferate.condition,adjective,adjectivePair,desired,entityGender,entityName,item,listenerGender,listenerName,negation,polarity,responseHonest,responsePositive,responseState,responseValue,sentence,slide_number_in_experiment,speakerGender,speakerName,state,stimulusType,targetType,value,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
2167,152,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.89,0.5,0.95,0.85,"""It's tasty.""",20,F,Dora,positive,control,listener,,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
2168,307,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.75,0.74,0.02,0.09,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2169,307,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.81,0.78,0.94,0.93,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2170,307,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.78,0.77,0.76,0.88,"""It's boring.""",5,F,Lucy,negative,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2171,307,condition1,long,long-short,short,,,trail,,,0,positive,0.73,0.79,0.83,0.11,"""The trail was long.""",6,M,Anthony,,main_stimulus,thing,flipped,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2172,307,condition1,big,big-small,small,,,succulent,,,1,positive,0.84,0.85,0.17,0.1,"""The succulent wasn't big.""",7,M,Richard,,main_stimulus,thing,flipped,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2173,307,condition1,good,good-bad,bad,M,Jack,presentation,,,0,positive,0.75,0.76,0.81,0.22,"""His presentation was good.""",8,F,Cynthia,,main_stimulus,human,flipped,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2174,307,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.66,0.62,0.25,0.79,"""It's tasty.""",9,F,Sarah,negative,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2175,307,condition1,short,long-short,long,,,trail,,,0,negative,0.68,0.72,0.73,0.8,"""The trail was short.""",10,M,Jack,,main_stimulus,thing,normal,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2176,307,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.79,0.81,0.72,0.8,"""It's tasty.""",11,F,Dora,positive,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2177,307,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.74,0.73,0.74,0.86,"""It's gross.""",12,M,Ethan,negative,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2178,307,condition1,slow,fast-slow,slow,F,Deborah,driver,,,1,negative,0.72,0.76,0.17,0.3,"""Her driving wasn't slow.""",13,M,William,,main_stimulus,human,flipped,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2179,307,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.95,0.96,0.24,0.89,"""It's entertaining.""",14,M,George,negative,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2180,307,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.95,0.97,0.22,0.81,"""It's gross.""",15,M,Robert,positive,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2181,307,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.78,0.77,0.85,0.85,"""It's entertaining.""",16,M,Mark,positive,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2182,307,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.71,0.45,0.23,0.8,"""It's boring.""",17,F,Caroline,positive,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2183,307,condition1,bad,good-bad,good,,,weather,,,1,negative,0.7,0.76,0.2,0.81,"""The weather wasn't bad.""",18,M,Richard,,main_stimulus,thing,normal,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2184,307,condition1,fast,fast-slow,fast,F,Carol,driver,,,0,positive,0.81,0.82,0.81,0.77,"""Her driving was fast.""",19,M,Gregory,,main_stimulus,human,normal,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2185,307,condition1,small,big-small,big,F,Angela,party,,,1,negative,0.83,0.86,0.17,0.88,"""Her party wasn't small.""",20,M,Samuel,,main_stimulus,human,normal,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
2186,211,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.85,0.37,0.01,0.02,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2187,211,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.49,0.47,1.0,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2188,211,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,1.0,0.13,0.98,0.0,"""It's boring.""",5,F,Lucy,negative,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2189,211,condition1,fast,fast-slow,fast,F,Nicole,driver,,,1,positive,0.44,0.4,0.0,0.99,"""Her driving wasn't fast.""",6,M,Anthony,,main_stimulus,human,normal,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2190,211,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.56,0.56,1.0,1.0,"""It's tasty.""",7,F,Dora,positive,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2191,211,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.48,0.51,0.98,0.99,"""It's entertaining.""",8,M,Mark,positive,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2192,211,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.0,0.0,0.01,0.0,"""It's gross.""",9,M,Robert,positive,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2193,211,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,1.0,0.33,1.0,0.48,"""It's gross.""",10,M,Ethan,negative,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2194,211,condition1,long,long-short,short,M,Jonathan,speech,,,1,positive,0.52,0.46,0.02,0.01,"""His speech wasn't long.""",11,F,Kathleen,,main_stimulus,human,flipped,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2195,211,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.0,0.01,0.0,0.0,"""It's boring.""",12,F,Caroline,positive,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2196,211,condition1,good,good-bad,bad,,,weather,,,1,positive,0.43,0.51,0.0,0.0,"""The weather wasn't good.""",13,M,Raymond,,main_stimulus,thing,flipped,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2197,211,condition1,small,big-small,small,,,succulent,,,0,negative,0.49,0.52,1.0,0.0,"""The succulent was small.""",14,M,Eric,,main_stimulus,thing,flipped,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2198,211,condition1,short,long-short,short,F,Nicole,speech,,,0,negative,0.47,0.48,1.0,0.0,"""Her speech was short.""",15,M,Thomas,,main_stimulus,human,flipped,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2199,211,condition1,slow,fast-slow,fast,F,Angela,driver,,,0,negative,0.45,0.48,1.0,0.99,"""Her driving was slow.""",16,M,Larry,,main_stimulus,human,normal,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2200,211,condition1,bad,good-bad,good,,,weather,,,1,negative,0.45,0.42,0.45,1.0,"""The weather wasn't bad.""",17,M,Jeffrey,,main_stimulus,thing,normal,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2201,211,condition1,big,big-small,big,,,succulent,,,0,positive,0.45,0.48,0.7,0.76,"""The succulent was big.""",18,F,Emily,,main_stimulus,thing,normal,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2202,211,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.43,0.06,0.0,0.56,"""It's tasty.""",19,F,Sarah,negative,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2203,211,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.25,0.27,0.04,0.54,"""It's entertaining.""",20,M,George,negative,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
2204,165,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,1.0,1.0,0.0,0.0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2205,165,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,1.0,1.0,1.0,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2206,165,condition1,good,good-bad,bad,,,weather,,,0,positive,0.81,0.82,0.88,0.0,"""The weather was good.""",5,F,Nicole,,main_stimulus,thing,flipped,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2207,165,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,1.0,0.44,0.76,0.54,"""It's boring.""",6,F,Lucy,negative,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2208,165,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,1.0,0.64,0.92,0.62,"""It's gross.""",7,M,Ethan,negative,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2209,165,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,1.0,0.58,0.79,0.56,"""It's entertaining.""",8,M,Mark,positive,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2210,165,condition1,bad,good-bad,bad,M,Ronald,presentation,,,1,negative,0.47,0.5,0.22,0.0,"""His presentation wasn't bad.""",9,F,Kimberly,,main_stimulus,human,flipped,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2211,165,condition1,fast,fast-slow,fast,,,zebra,,,1,positive,0.51,0.76,0.11,0.89,"""The zebra wasn't fast.""",10,F,Mary,,main_stimulus,thing,normal,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2212,165,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.17,0.15,0.17,0.51,"""It's tasty.""",11,F,Sarah,negative,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2213,165,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.21,0.21,0.31,0.3,"""It's boring.""",12,F,Caroline,positive,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2214,165,condition1,short,long-short,short,F,Catherine,speech,,,0,negative,0.49,0.62,0.83,0.0,"""Her speech was short.""",13,M,William,,main_stimulus,human,flipped,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2215,165,condition1,big,big-small,big,F,Donna,party,,,1,positive,0.45,0.47,0.2,1.0,"""Her party wasn't big.""",14,M,Patrick,,main_stimulus,human,normal,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2216,165,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.5,0.69,0.84,0.68,"""It's tasty.""",15,F,Dora,positive,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2217,165,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.16,0.13,0.21,0.45,"""It's gross.""",16,M,Robert,positive,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2218,165,condition1,slow,fast-slow,fast,,,zebra,,,0,negative,0.46,0.48,0.84,0.89,"""The zebra was slow.""",17,M,Frank,,main_stimulus,thing,normal,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2219,165,condition1,long,long-short,long,F,Diane,speech,,,0,positive,0.47,0.45,0.72,0.8,"""Her speech was long.""",18,M,Gregory,,main_stimulus,human,normal,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2220,165,condition1,small,big-small,small,,,succulent,,,1,negative,0.49,0.49,0.84,0.18,"""The succulent wasn't small.""",19,M,Tyler,,main_stimulus,thing,flipped,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2221,165,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.17,0.18,0.15,0.56,"""It's entertaining.""",20,M,George,negative,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
2240,231,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.99,1.0,0.0,0.01,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2241,231,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.79,0.84,1.0,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2242,231,condition1,long,long-short,short,M,Brian,speech,,,1,positive,0.88,0.89,0.0,0.0,"""His speech wasn't long.""",5,F,Stephanie,,main_stimulus,human,flipped,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2243,231,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.75,0.51,0.0,0.0,"""It's boring.""",6,F,Caroline,positive,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2244,231,condition1,small,big-small,big,,,succulent,,,1,negative,1.0,1.0,0.0,1.0,"""The succulent wasn't small.""",7,M,Jeffrey,,main_stimulus,thing,normal,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2245,231,condition1,big,big-small,big,F,Emily,party,,,0,positive,0.98,0.97,1.0,1.0,"""Her party was big.""",8,M,Gary,,main_stimulus,human,normal,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2246,231,condition1,bad,good-bad,bad,,,weather,,,1,negative,0.8,0.66,0.29,0.0,"""The weather wasn't bad.""",9,M,Gary,,main_stimulus,thing,flipped,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2247,231,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.97,0.92,1.0,1.0,"""It's tasty.""",10,F,Dora,positive,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2248,231,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.99,0.75,1.0,1.0,"""It's boring.""",11,F,Lucy,negative,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2249,231,condition1,good,good-bad,bad,,,weather,,,0,positive,1.0,0.46,0.0,0.0,"""The weather was good.""",12,M,Charles,,main_stimulus,thing,flipped,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2250,231,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.95,0.55,0.0,1.0,"""It's entertaining.""",13,M,George,negative,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2251,231,condition1,short,long-short,short,F,Mary,speech,,,0,negative,0.68,0.5,0.76,0.0,"""Her speech was short.""",14,M,Paul,,main_stimulus,human,flipped,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2252,231,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,1.0,1.0,1.0,1.0,"""It's entertaining.""",15,M,Mark,positive,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2253,231,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.5,0.51,0.0,0.87,"""It's tasty.""",16,F,Sarah,negative,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2254,231,condition1,slow,fast-slow,fast,M,Raymond,driver,,,1,negative,0.76,0.48,0.21,1.0,"""His driving wasn't slow.""",17,F,Janet,,main_stimulus,human,normal,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2255,231,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.19,0.51,1.0,0.77,"""It's gross.""",18,M,Ethan,negative,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2256,231,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.74,0.83,0.0,0.51,"""It's gross.""",19,M,Robert,positive,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2257,231,condition1,fast,fast-slow,fast,,,zebra,,,0,positive,0.91,0.85,0.94,1.0,"""The zebra was fast.""",20,M,James,,main_stimulus,thing,normal,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
2258,196,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.92,0.13,0.26,0.0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2259,196,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,1.0,0.52,0.86,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2260,196,condition1,long,long-short,short,M,Michael,speech,,,1,positive,0.49,0.51,0.24,0.0,"""His speech wasn't long.""",5,F,Elizabeth,,main_stimulus,human,flipped,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2261,196,condition1,bad,good-bad,bad,M,Kevin,presentation,,,0,negative,0.49,0.5,0.49,0.0,"""His presentation was bad.""",6,F,Emily,,main_stimulus,human,flipped,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2262,196,condition1,good,good-bad,bad,,,weather,,,0,positive,0.46,0.46,0.83,0.0,"""The weather was good.""",7,M,Joshua,,main_stimulus,thing,flipped,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2263,196,condition1,slow,fast-slow,fast,,,zebra,,,1,negative,0.48,0.47,0.41,1.0,"""The zebra wasn't slow.""",8,F,Amanda,,main_stimulus,thing,normal,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2264,196,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.03,0.9,0.0,0.46,"""It's tasty.""",9,F,Sarah,negative,control,listener,,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2265,196,condition1,small,big-small,small,,,succulent,,,1,negative,0.49,0.51,0.2,0.0,"""The succulent wasn't small.""",10,M,George,,main_stimulus,thing,flipped,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2266,196,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.45,0.46,0.0,0.51,"""It's boring.""",11,F,Caroline,positive,control,listener,,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2267,196,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,1.0,1.0,1.0,1.0,"""It's tasty.""",12,F,Dora,positive,control,listener,,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2268,196,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.88,0.9,1.0,1.0,"""It's entertaining.""",13,M,Mark,positive,control,listener,,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2269,196,condition1,big,big-small,big,M,Scott,party,,,0,positive,0.74,0.75,1.0,1.0,"""His party was big.""",14,F,Mary,,main_stimulus,human,normal,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2270,196,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.8,0.49,0.8,0.71,"""It's boring.""",15,F,Lucy,negative,control,listener,,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2271,196,condition1,fast,fast-slow,fast,,,zebra,,,0,positive,0.61,0.62,1.0,1.0,"""The zebra was fast.""",16,F,Samantha,,main_stimulus,thing,normal,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2272,196,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.47,0.51,0.0,0.71,"""It's entertaining.""",17,M,George,negative,control,listener,,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2273,196,condition1,short,long-short,long,F,Julie,speech,,,1,negative,0.69,0.63,0.25,1.0,"""Her speech wasn't short.""",18,M,Samuel,,main_stimulus,human,normal,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2274,196,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.2,0.23,0.0,0.05,"""It's gross.""",19,M,Robert,positive,control,listener,,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2275,196,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.74,0.75,1.0,0.88,"""It's gross.""",20,M,Ethan,negative,control,listener,,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
2313,164,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.85,0.26,0.08,0.19,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2314,164,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.69,0.55,0.84,0.86,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2315,164,condition1,fast,fast-slow,fast,M,Jacob,driver,,,0,positive,0.55,0.53,0.84,0.84,"""His driving was fast.""",5,F,Kimberly,,main_stimulus,human,normal,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2316,164,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.5,0.61,0.66,0.74,"""It's entertaining.""",6,M,Mark,positive,control,listener,,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2317,164,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.87,0.09,0.92,0.74,"""It's gross.""",7,M,Ethan,negative,control,listener,,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2318,164,condition1,bad,good-bad,bad,,,weather,,,0,negative,0.77,0.12,0.88,0.08,"""The weather was bad.""",8,M,Steven,,main_stimulus,thing,flipped,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2319,164,condition1,long,long-short,short,M,Dennis,speech,,,0,positive,0.66,0.19,0.74,0.09,"""His speech was long.""",9,F,Ashley,,main_stimulus,human,flipped,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2320,164,condition1,slow,fast-slow,slow,F,Mary,driver,,,1,negative,0.59,0.29,0.51,0.1,"""Her driving wasn't slow.""",10,M,Tyler,,main_stimulus,human,flipped,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2321,164,condition1,good,good-bad,good,,,weather,,,1,positive,0.65,0.39,0.27,0.87,"""The weather wasn't good.""",11,F,Nicole,,main_stimulus,thing,normal,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2322,164,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.0,0.99,0.17,0.85,"""It's entertaining.""",12,M,George,negative,control,listener,,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2323,164,condition1,short,long-short,short,,,trail,,,1,negative,0.65,0.23,0.36,0.06,"""The trail wasn't short.""",13,F,Amanda,,main_stimulus,thing,flipped,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2324,164,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.64,0.62,0.8,0.81,"""It's tasty.""",14,F,Dora,positive,control,listener,,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2325,164,condition1,big,big-small,big,,,succulent,,,0,positive,0.77,0.74,0.79,0.81,"""The succulent was big.""",15,M,Jack,,main_stimulus,thing,normal,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2326,164,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.0,1.0,0.13,0.88,"""It's tasty.""",16,F,Sarah,negative,control,listener,,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2327,164,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.04,0.09,0.86,0.74,"""It's boring.""",17,F,Lucy,negative,control,listener,,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
2328,164,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.15,0.0,0.2,0.5,"""It's boring.""",18,F,Caroline,positive,control,listener,,[],36,Yes,,3,2,1,Female,English,Safari,Mac,900,1440,8.511666666666667,
