workerid,proliferate.condition,adjective,adjectivePair,desired,entityGender,entityName,item,listenerGender,listenerName,negation,polarity,responseHonest,responsePositive,responseState,responseValue,sentence,slide_number_in_experiment,speakerGender,speakerName,state,stimulusType,targetType,value,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
141,condition1,fast,fast-slow,fast,,,zebra,,,1,positive,0.79,0.67,0.23,0.82,"""The zebra wasn't fast.""",19,M,Joshua,,main_stimulus,thing,normal,[],34,Yes,,3,1,1,Female,English,Chrome,Windows,672,896,6.26705,
141,condition1,small,big-small,big,,,succulent,,,0,negative,0.79,0.77,0.85,0.85,"""The succulent was small.""",20,F,Nicole,,main_stimulus,thing,normal,[],34,Yes,,3,1,1,Female,English,Chrome,Windows,672,896,6.26705,
152,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.94,0.46,0.28,0.06,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.98,0.48,0.73,0.75,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,bad,good-bad,good,,,weather,,,0,negative,0.91,0.33,0.83,0.75,"""The weather was bad.""",5,F,Christina,,main_stimulus,thing,normal,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,1.0,0.11,0.09,0.79,"""It's entertaining.""",6,M,George,negative,control,listener,,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,1.0,0.04,0.93,0.13,"""It's boring.""",7,F,Lucy,negative,control,listener,,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.75,0.63,0.06,0.17,"""It's gross.""",8,M,Robert,positive,control,listener,,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.73,0.46,0.25,0.17,"""It's boring.""",9,F,Caroline,positive,control,listener,,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,short,long-short,short,,,trail,,,1,negative,0.51,0.62,0.25,0.13,"""The trail wasn't short.""",10,M,Donald,,main_stimulus,thing,flipped,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,fast,fast-slow,slow,,,zebra,,,0,positive,0.57,0.69,0.78,0.15,"""The zebra was fast.""",11,F,Melissa,,main_stimulus,thing,flipped,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,long,long-short,long,M,Edward,speech,,,0,positive,0.81,0.43,0.84,0.83,"""His speech was long.""",12,F,Jennifer,,main_stimulus,human,normal,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,small,big-small,big,,,succulent,,,1,negative,0.59,0.26,0.47,0.89,"""The succulent wasn't small.""",13,M,David,,main_stimulus,thing,normal,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.97,0.4,0.03,0.85,"""It's tasty.""",14,F,Sarah,negative,control,listener,,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,1.0,0.19,1.0,0.15,"""It's gross.""",15,M,Ethan,negative,control,listener,,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,slow,fast-slow,fast,F,Carolyn,driver,,,1,negative,0.88,0.23,0.55,0.89,"""Her driving wasn't slow.""",16,M,Ronald,,main_stimulus,human,normal,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,good,good-bad,bad,M,Tyler,presentation,,,0,positive,0.59,0.07,0.31,0.12,"""His presentation was good.""",17,F,Emma,,main_stimulus,human,flipped,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,big,big-small,small,F,Emma,party,,,1,positive,0.79,0.61,0.35,0.16,"""Her party wasn't big.""",18,M,Jason,,main_stimulus,human,flipped,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.78,0.49,0.73,0.77,"""It's entertaining.""",19,M,Mark,positive,control,listener,,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
152,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.89,0.5,0.95,0.85,"""It's tasty.""",20,F,Dora,positive,control,listener,,[],32,Yes,,3,1,1,Male,English,Chrome,Windows,720,1280,7.0675,
307,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.75,0.74,0.02,0.09,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.81,0.78,0.94,0.93,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.78,0.77,0.76,0.88,"""It's boring.""",5,F,Lucy,negative,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,long,long-short,short,,,trail,,,0,positive,0.73,0.79,0.83,0.11,"""The trail was long.""",6,M,Anthony,,main_stimulus,thing,flipped,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,big,big-small,small,,,succulent,,,1,positive,0.84,0.85,0.17,0.1,"""The succulent wasn't big.""",7,M,Richard,,main_stimulus,thing,flipped,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,good,good-bad,bad,M,Jack,presentation,,,0,positive,0.75,0.76,0.81,0.22,"""His presentation was good.""",8,F,Cynthia,,main_stimulus,human,flipped,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.66,0.62,0.25,0.79,"""It's tasty.""",9,F,Sarah,negative,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,short,long-short,long,,,trail,,,0,negative,0.68,0.72,0.73,0.8,"""The trail was short.""",10,M,Jack,,main_stimulus,thing,normal,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.79,0.81,0.72,0.8,"""It's tasty.""",11,F,Dora,positive,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.74,0.73,0.74,0.86,"""It's gross.""",12,M,Ethan,negative,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,slow,fast-slow,slow,F,Deborah,driver,,,1,negative,0.72,0.76,0.17,0.3,"""Her driving wasn't slow.""",13,M,William,,main_stimulus,human,flipped,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.95,0.96,0.24,0.89,"""It's entertaining.""",14,M,George,negative,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.95,0.97,0.22,0.81,"""It's gross.""",15,M,Robert,positive,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.78,0.77,0.85,0.85,"""It's entertaining.""",16,M,Mark,positive,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.71,0.45,0.23,0.8,"""It's boring.""",17,F,Caroline,positive,control,listener,,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,bad,good-bad,good,,,weather,,,1,negative,0.7,0.76,0.2,0.81,"""The weather wasn't bad.""",18,M,Richard,,main_stimulus,thing,normal,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,fast,fast-slow,fast,F,Carol,driver,,,0,positive,0.81,0.82,0.81,0.77,"""Her driving was fast.""",19,M,Gregory,,main_stimulus,human,normal,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
307,condition1,small,big-small,big,F,Angela,party,,,1,negative,0.83,0.86,0.17,0.88,"""Her party wasn't small.""",20,M,Samuel,,main_stimulus,human,normal,[],26,Yes,,1,1,1,Male,English,Chrome,Windows,1440,2560,11.4945,
211,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.85,0.37,0.01,0.02,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.49,0.47,1.0,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,1.0,0.13,0.98,0.0,"""It's boring.""",5,F,Lucy,negative,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,fast,fast-slow,fast,F,Nicole,driver,,,1,positive,0.44,0.4,0.0,0.99,"""Her driving wasn't fast.""",6,M,Anthony,,main_stimulus,human,normal,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.56,0.56,1.0,1.0,"""It's tasty.""",7,F,Dora,positive,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.48,0.51,0.98,0.99,"""It's entertaining.""",8,M,Mark,positive,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.0,0.0,0.01,0.0,"""It's gross.""",9,M,Robert,positive,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,1.0,0.33,1.0,0.48,"""It's gross.""",10,M,Ethan,negative,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,long,long-short,short,M,Jonathan,speech,,,1,positive,0.52,0.46,0.02,0.01,"""His speech wasn't long.""",11,F,Kathleen,,main_stimulus,human,flipped,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.0,0.01,0.0,0.0,"""It's boring.""",12,F,Caroline,positive,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,good,good-bad,bad,,,weather,,,1,positive,0.43,0.51,0.0,0.0,"""The weather wasn't good.""",13,M,Raymond,,main_stimulus,thing,flipped,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,small,big-small,small,,,succulent,,,0,negative,0.49,0.52,1.0,0.0,"""The succulent was small.""",14,M,Eric,,main_stimulus,thing,flipped,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,short,long-short,short,F,Nicole,speech,,,0,negative,0.47,0.48,1.0,0.0,"""Her speech was short.""",15,M,Thomas,,main_stimulus,human,flipped,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,slow,fast-slow,fast,F,Angela,driver,,,0,negative,0.45,0.48,1.0,0.99,"""Her driving was slow.""",16,M,Larry,,main_stimulus,human,normal,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,bad,good-bad,good,,,weather,,,1,negative,0.45,0.42,0.45,1.0,"""The weather wasn't bad.""",17,M,Jeffrey,,main_stimulus,thing,normal,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,big,big-small,big,,,succulent,,,0,positive,0.45,0.48,0.7,0.76,"""The succulent was big.""",18,F,Emily,,main_stimulus,thing,normal,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.43,0.06,0.0,0.56,"""It's tasty.""",19,F,Sarah,negative,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
211,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.25,0.27,0.04,0.54,"""It's entertaining.""",20,M,George,negative,control,listener,,[],,Yes,,-1,-1,-1,Female,,Chrome,Windows,768,1366,6.360966666666667,
165,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,1.0,1.0,0.0,0.0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,1.0,1.0,1.0,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,good,good-bad,bad,,,weather,,,0,positive,0.81,0.82,0.88,0.0,"""The weather was good.""",5,F,Nicole,,main_stimulus,thing,flipped,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,1.0,0.44,0.76,0.54,"""It's boring.""",6,F,Lucy,negative,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,1.0,0.64,0.92,0.62,"""It's gross.""",7,M,Ethan,negative,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,1.0,0.58,0.79,0.56,"""It's entertaining.""",8,M,Mark,positive,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,bad,good-bad,bad,M,Ronald,presentation,,,1,negative,0.47,0.5,0.22,0.0,"""His presentation wasn't bad.""",9,F,Kimberly,,main_stimulus,human,flipped,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,fast,fast-slow,fast,,,zebra,,,1,positive,0.51,0.76,0.11,0.89,"""The zebra wasn't fast.""",10,F,Mary,,main_stimulus,thing,normal,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.17,0.15,0.17,0.51,"""It's tasty.""",11,F,Sarah,negative,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.21,0.21,0.31,0.3,"""It's boring.""",12,F,Caroline,positive,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,short,long-short,short,F,Catherine,speech,,,0,negative,0.49,0.62,0.83,0.0,"""Her speech was short.""",13,M,William,,main_stimulus,human,flipped,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,big,big-small,big,F,Donna,party,,,1,positive,0.45,0.47,0.2,1.0,"""Her party wasn't big.""",14,M,Patrick,,main_stimulus,human,normal,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.5,0.69,0.84,0.68,"""It's tasty.""",15,F,Dora,positive,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.16,0.13,0.21,0.45,"""It's gross.""",16,M,Robert,positive,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,slow,fast-slow,fast,,,zebra,,,0,negative,0.46,0.48,0.84,0.89,"""The zebra was slow.""",17,M,Frank,,main_stimulus,thing,normal,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,long,long-short,long,F,Diane,speech,,,0,positive,0.47,0.45,0.72,0.8,"""Her speech was long.""",18,M,Gregory,,main_stimulus,human,normal,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,small,big-small,small,,,succulent,,,1,negative,0.49,0.49,0.84,0.18,"""The succulent wasn't small.""",19,M,Tyler,,main_stimulus,thing,flipped,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
165,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.17,0.18,0.15,0.56,"""It's entertaining.""",20,M,George,negative,control,listener,,[],35,Yes,thank you,3,1,1,Male,English,Chrome,Windows,1080,1920,8.557383333333334,
168,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,1.0,0.94,0.0,0.0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,1.0,0.82,1.0,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.0,1.0,0.0,1.0,"""It's entertaining.""",5,M,George,negative,control,listener,,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,good,good-bad,bad,F,Ashley,presentation,,,0,positive,0.0,0.75,1.0,0.0,"""Her presentation was good.""",6,M,Kevin,,main_stimulus,human,flipped,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,1.0,0.0,1.0,0.0,"""It's gross.""",7,M,Ethan,negative,control,listener,,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,1.0,1.0,1.0,1.0,"""It's entertaining.""",8,M,Mark,positive,control,listener,,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,small,big-small,big,F,Karen,party,,,1,negative,0.52,0.91,0.0,1.0,"""Her party wasn't small.""",9,M,Thomas,,main_stimulus,human,normal,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.0,0.0,0.0,0.0,"""It's boring.""",10,F,Caroline,positive,control,listener,,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,fast,fast-slow,slow,,,zebra,,,0,positive,0.73,0.58,1.0,0.0,"""The zebra was fast.""",11,M,Paul,,main_stimulus,thing,flipped,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.0,0.0,0.0,0.0,"""It's gross.""",12,M,Robert,positive,control,listener,,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,big,big-small,big,,,succulent,,,1,positive,0.73,0.74,0.0,1.0,"""The succulent wasn't big.""",13,F,Emma,,main_stimulus,thing,normal,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.0,1.0,0.0,1.0,"""It's tasty.""",14,F,Sarah,negative,control,listener,,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,1.0,1.0,1.0,1.0,"""It's tasty.""",15,F,Dora,positive,control,listener,,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,slow,fast-slow,slow,M,Edward,driver,,,1,negative,1.0,0.06,0.0,0.0,"""His driving wasn't slow.""",16,F,Christina,,main_stimulus,human,flipped,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,1.0,0.01,1.0,0.0,"""It's boring.""",17,F,Lucy,negative,control,listener,,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,long,long-short,long,F,Ashley,speech,,,0,positive,0.85,0.94,1.0,1.0,"""Her speech was long.""",18,M,Benjamin,,main_stimulus,human,normal,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,bad,good-bad,good,,,weather,,,0,negative,0.86,0.2,1.0,1.0,"""The weather was bad.""",19,M,Gregory,,main_stimulus,thing,normal,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
168,condition1,short,long-short,short,,,trail,,,1,negative,0.79,0.04,0.0,0.0,"""The trail wasn't short.""",20,M,Brian,,main_stimulus,thing,flipped,[],35,Yes,,3,1,1,Female,English,Firefox,Windows,1080,1920,10.028933333333333,
231,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.99,1.0,0.0,0.01,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.79,0.84,1.0,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,long,long-short,short,M,Brian,speech,,,1,positive,0.88,0.89,0.0,0.0,"""His speech wasn't long.""",5,F,Stephanie,,main_stimulus,human,flipped,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.75,0.51,0.0,0.0,"""It's boring.""",6,F,Caroline,positive,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,small,big-small,big,,,succulent,,,1,negative,1.0,1.0,0.0,1.0,"""The succulent wasn't small.""",7,M,Jeffrey,,main_stimulus,thing,normal,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,big,big-small,big,F,Emily,party,,,0,positive,0.98,0.97,1.0,1.0,"""Her party was big.""",8,M,Gary,,main_stimulus,human,normal,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,bad,good-bad,bad,,,weather,,,1,negative,0.8,0.66,0.29,0.0,"""The weather wasn't bad.""",9,M,Gary,,main_stimulus,thing,flipped,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.97,0.92,1.0,1.0,"""It's tasty.""",10,F,Dora,positive,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.99,0.75,1.0,1.0,"""It's boring.""",11,F,Lucy,negative,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,good,good-bad,bad,,,weather,,,0,positive,1.0,0.46,0.0,0.0,"""The weather was good.""",12,M,Charles,,main_stimulus,thing,flipped,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.95,0.55,0.0,1.0,"""It's entertaining.""",13,M,George,negative,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,short,long-short,short,F,Mary,speech,,,0,negative,0.68,0.5,0.76,0.0,"""Her speech was short.""",14,M,Paul,,main_stimulus,human,flipped,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,1.0,1.0,1.0,1.0,"""It's entertaining.""",15,M,Mark,positive,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.5,0.51,0.0,0.87,"""It's tasty.""",16,F,Sarah,negative,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,slow,fast-slow,fast,M,Raymond,driver,,,1,negative,0.76,0.48,0.21,1.0,"""His driving wasn't slow.""",17,F,Janet,,main_stimulus,human,normal,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.19,0.51,1.0,0.77,"""It's gross.""",18,M,Ethan,negative,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.74,0.83,0.0,0.51,"""It's gross.""",19,M,Robert,positive,control,listener,,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
231,condition1,fast,fast-slow,fast,,,zebra,,,0,positive,0.91,0.85,0.94,1.0,"""The zebra was fast.""",20,M,James,,main_stimulus,thing,normal,[],28,Yes,,4,2,1,Female,English,Chrome,Windows,720,1280,18.91871666666667,
196,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.92,0.13,0.26,0.0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
196,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,1.0,0.52,0.86,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],72,Yes,Interesting and different study format. All the best with your research!,4,2,1,Female,English,Safari,Mac,900,1440,6.824483333333333,
